,awardYear,laureates,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.action,links.href,links.rel,links.types,dateAwarded,topMotivation.en,topMotivation.se
319,1964,"[{'id': '378', 'knownName': {'en': 'Konrad Bloch'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/378', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism', 'se': 'för deras upptäckter rörande kolesterol - och fettsyreomsättningens mekanism och reglering'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '379', 'knownName': {'en': 'Feodor Lynen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/379', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism', 'se': 'för deras upptäckter rörande kolesterol - och fettsyreomsättningens mekanism och reglering'}, 'portion': '1/2', 'sortOrder': '2'}]",273000,2828039,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1964,nobelPrize,application/json,,,
320,1965,"[{'id': '231', 'knownName': {'en': 'Robert B. Woodward'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/231', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his outstanding achievements in the art of organic synthesis', 'se': 'för hans förtjänster om den organiska synteskonstens utveckling'}, 'portion': '1', 'sortOrder': '1'}]",282000,2782895,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1965,nobelPrize,application/json,,,
321,1965,"[{'id': '638', 'knownName': {'en': 'Mikhail Sholokhov'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/638', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people', 'se': 'för den konstnärliga kraft och ärlighet, varmed han i sitt Donska epos har gestaltat ett historiskt skede i ryska folkets liv'}, 'portion': '1', 'sortOrder': '1'}]",282000,2782895,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1965,nobelPrize,application/json,,,
322,1965,"[{'id': '525', 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/525', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for its effort to enhance solidarity between nations and reduce the difference between rich and poor states', 'no': 'for sin innsats for å styrke solidariteten mellom nasjoner og redusere forskjellen mellom rike og fattige stater'}, 'orgName': {'en': ""United Nations Children's Fund"", 'no': 'FNs Barnefond (UNICEF)'}, 'portion': '1', 'sortOrder': '1'}]",282000,2782895,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1965,nobelPrize,application/json,1965-10-26,,
323,1965,"[{'id': '84', 'knownName': {'en': 'Sin-Itiro Tomonaga'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/84', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles', 'se': 'för deras fundamentala insats inom kvantelektrodynamiken, med djupgående konsekvenser för elementarpartikelfysiken'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '85', 'knownName': {'en': 'Julian Schwinger'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/85', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles', 'se': 'för deras fundamentala insats inom kvantelektrodynamiken, med djupgående konsekvenser för elementarpartikelfysiken'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '86', 'knownName': {'en': 'Richard P. Feynman'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/86', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles', 'se': 'för deras fundamentala insats inom kvantelektrodynamiken, med djupgående konsekvenser för elementarpartikelfysiken'}, 'portion': '1/3', 'sortOrder': '3'}]",282000,2782895,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1965,nobelPrize,application/json,,,
324,1965,"[{'id': '380', 'knownName': {'en': 'François Jacob'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/380', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning genetic control of enzyme and virus synthesis', 'se': 'för deras upptäckter rörande genetisk styrning av enzym - och virussyntes'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '381', 'knownName': {'en': 'André Lwoff'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/381', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning genetic control of enzyme and virus synthesis', 'se': 'för deras upptäckter rörande genetisk styrning av enzym - och virussyntes'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '382', 'knownName': {'en': 'Jacques Monod'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/382', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning genetic control of enzyme and virus synthesis', 'se': 'för deras upptäckter rörande genetisk styrning av enzym - och virussyntes'}, 'portion': '1/3', 'sortOrder': '3'}]",282000,2782895,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1965,nobelPrize,application/json,,,
325,1966,"[{'id': '232', 'knownName': {'en': 'Robert S. Mulliken'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/232', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method', 'se': 'för hans grundläggande arbeten över kemisk bindning och molekylers elektronstruktur medelst molekylorbitalmetoden'}, 'portion': '1', 'sortOrder': '1'}]",300000,2784653,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1966,nobelPrize,application/json,,,
326,1966,"[{'id': '639', 'knownName': {'en': 'Shmuel Agnon'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/639', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his profoundly characteristic narrative art with motifs from the life of the Jewish people', 'se': 'för hans djupt karaktärsfulla berättarkonst med motiv från det judiska folkets liv'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '640', 'knownName': {'en': 'Nelly Sachs'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/640', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': ""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength "", 'se': 'för hennes framstående lyriska och dramatiska diktning, som med gripande styrka tolkar Israels öde'}, 'portion': '1/2', 'sortOrder': '2'}]",300000,2784653,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1966,nobelPrize,application/json,,,
327,1966,,300000,2784653,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1966,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,
328,1966,"[{'id': '87', 'knownName': {'en': 'Alfred Kastler'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/87', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery and development of optical methods for studying Hertzian resonances in atoms', 'se': 'för upptäckt och utveckling av optiska metoder för studiet av hertzska resonanser i atomer'}, 'portion': '1', 'sortOrder': '1'}]",300000,2784653,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1966,nobelPrize,application/json,,,
329,1966,"[{'id': '383', 'knownName': {'en': 'Peyton Rous'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/383', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of tumour-inducing viruses', 'se': 'för hans upptäckt rörande tumörframkallande virus'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '384', 'knownName': {'en': 'Charles B. Huggins'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/384', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discoveries concerning hormonal treatment of prostatic cancer', 'se': 'för hans upptäckter rörande hormonbehandling av prostatacancer'}, 'portion': '1/2', 'sortOrder': '2'}]",300000,2784653,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1966,nobelPrize,application/json,,,
330,1967,"[{'id': '233', 'knownName': {'en': 'Manfred Eigen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/233', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy', 'se': 'för deras undersökningar av ytterst snabba kemiska reaktioner genom jämviktsstörning med kortvariga energipulser'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '234', 'knownName': {'en': 'Ronald G.W. Norrish'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/234', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy', 'se': 'för deras undersökningar av ytterst snabba kemiska reaktioner genom jämviktsstörning med kortvariga energipulser'}, 'portion': '1/4', 'sortOrder': '2'}, {'id': '235', 'knownName': {'en': 'George Porter'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/235', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy', 'se': 'för deras undersökningar av ytterst snabba kemiska reaktioner genom jämviktsstörning med kortvariga energipulser'}, 'portion': '1/4', 'sortOrder': '3'}]",320000,2843602,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1967,nobelPrize,application/json,,,
331,1967,"[{'id': '641', 'knownName': {'en': 'Miguel Angel Asturias'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/641', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America', 'se': 'för hans färgstarka diktning med rötter i folklig egenart och indianska traditioner'}, 'portion': '1', 'sortOrder': '1'}]",320000,2843602,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1967,nobelPrize,application/json,,,
332,1967,,320000,2843602,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1967,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money was with 1/3 allocated to the Main Fund and with 2/3 to the Special Fund of this prize section.,
333,1967,"[{'id': '88', 'knownName': {'en': 'Hans Bethe'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/88', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars', 'se': 'för hans insatser inom teorien för kärnreaktioner, särskilt hans upptäckter rörande energialstringen i stjärnorna'}, 'portion': '1', 'sortOrder': '1'}]",320000,2843602,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1967,nobelPrize,application/json,,,
334,1967,"[{'id': '385', 'knownName': {'en': 'Ragnar Granit'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/385', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the primary physiological and chemical visual processes in the eye', 'se': 'för deras upptäckter rörande de primära fysiologiska och kemiska synprocesserna i ögat'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '386', 'knownName': {'en': 'Keffer Hartline'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/386', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the primary physiological and chemical visual processes in the eye', 'se': 'för deras upptäckter rörande de primära fysiologiska och kemiska synprocesserna i ögat'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '387', 'knownName': {'en': 'George Wald'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/387', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the primary physiological and chemical visual processes in the eye', 'se': 'för deras upptäckter rörande de primära fysiologiska och kemiska synprocesserna i ögat'}, 'portion': '1/3', 'sortOrder': '3'}]",320000,2843602,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1967,nobelPrize,application/json,,,
335,1968,"[{'id': '236', 'knownName': {'en': 'Lars Onsager'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/236', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes', 'se': 'för upptäckten av de efter honom uppkallade reciprocitetsrelationerna, som är grundläggande för den irreversibla termodynamiken'}, 'portion': '1', 'sortOrder': '1'}]",350000,3052326,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1968,nobelPrize,application/json,,,
336,1968,"[{'id': '642', 'knownName': {'en': 'Yasunari Kawabata'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/642', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind', 'se': 'för hans berättarkonst, som med fin känsla uttrycker japanskt väsen i dess egenart'}, 'portion': '1', 'sortOrder': '1'}]",350000,3052326,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1968,nobelPrize,application/json,,,
337,1968,"[{'id': '526', 'knownName': {'en': 'René Cassin'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/526', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his struggle to ensure the rights of man as stipulated in the UN Declaration', 'no': 'for sin kamp for å sikre menneskerettighetene i tråd med det som er nedfelt i FN-erklæringen'}, 'portion': '1', 'sortOrder': '1'}]",350000,3052326,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1968,nobelPrize,application/json,1968-10-09,,
338,1968,"[{'id': '89', 'knownName': {'en': 'Luis Alvarez'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/89', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis', 'se': 'för hans avgörande insatser inom elementarpartikelfysiken, särskilt upptäckten av ett stort antal resonanstillstånd, möjliggjord genom hans utveckling av tekniken med vätebubbelkammare och dataanalys'}, 'portion': '1', 'sortOrder': '1'}]",350000,3052326,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1968,nobelPrize,application/json,,,
339,1968,"[{'id': '388', 'knownName': {'en': 'Robert W. Holley'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/388', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their interpretation of the genetic code and its function in protein synthesis', 'se': 'för deras upptäckter rörande tolkningen av den genetiska koden och dennas funktion vid proteinsyntes'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '389', 'knownName': {'en': 'H. Gobind Khorana'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/389', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their interpretation of the genetic code and its function in protein synthesis', 'se': 'för deras upptäckter rörande tolkningen av den genetiska koden och dennas funktion vid proteinsyntes'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '390', 'knownName': {'en': 'Marshall W. Nirenberg'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/390', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their interpretation of the genetic code and its function in protein synthesis', 'se': 'för deras upptäckter rörande tolkningen av den genetiska koden och dennas funktion vid proteinsyntes'}, 'portion': '1/3', 'sortOrder': '3'}]",350000,3052326,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1968,nobelPrize,application/json,,,
340,1969,"[{'id': '237', 'knownName': {'en': 'Derek Barton'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/237', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their contributions to the development of the concept of conformation and its application in chemistry', 'se': 'för deras insatser för konformationsbegreppets utveckling och tillämpning inom kemien'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '238', 'knownName': {'en': 'Odd Hassel'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/238', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their contributions to the development of the concept of conformation and its application in chemistry', 'se': 'för deras insatser för konformationsbegreppets utveckling och tillämpning inom kemien'}, 'portion': '1/2', 'sortOrder': '2'}]",375000,3181561,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1969,nobelPrize,application/json,,,
341,1969,"[{'id': '677', 'knownName': {'en': 'Ragnar Frisch'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/677', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for having developed and applied dynamic models for the analysis of economic processes', 'se': 'för utveckling och användning av dynamiska modeller för analys av ekonomiska förlopp'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '678', 'knownName': {'en': 'Jan Tinbergen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/678', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for having developed and applied dynamic models for the analysis of economic processes', 'se': 'för utveckling och användning av dynamiska modeller för analys av ekonomiska förlopp'}, 'portion': '1/2', 'sortOrder': '2'}]",375000,3181561,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1969,nobelPrize,application/json,,,
342,1969,"[{'id': '643', 'knownName': {'en': 'Samuel Beckett'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/643', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation', 'se': 'för en diktning som i nya former för roman och drama ur nutidsmänniskans blottställdhet hämtar sin konstnärliga resning'}, 'portion': '1', 'sortOrder': '1'}]",375000,3181561,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1969,nobelPrize,application/json,,,
343,1969,"[{'id': '527', 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/527', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for creating international legislation insuring certain norms for working conditions in every country', 'no': 'for å ha utarbeidet en internasjonal lovgivning som sikrer visse standarder i arbeidslivet i alle land'}, 'orgName': {'en': 'International Labour Organization', 'no': 'Den Internasjonale Arbeidsorganisasjon (ILO)'}, 'portion': '1', 'sortOrder': '1'}]",375000,3181561,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1969,nobelPrize,application/json,1969-10-20,,
344,1969,"[{'id': '90', 'knownName': {'en': 'Murray Gell-Mann'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/90', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his contributions and discoveries concerning the classification of elementary particles and their interactions', 'se': 'för hans bidrag och upptäckter beträffande klassificeringen av elementarpartiklarna och deras växelverkan'}, 'portion': '1', 'sortOrder': '1'}]",375000,3181561,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1969,nobelPrize,application/json,,,
345,1969,"[{'id': '391', 'knownName': {'en': 'Max Delbrück'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/391', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the replication mechanism and the genetic structure of viruses', 'se': 'för deras upptäckter rörande virus förökningsmekanism och genetiska struktur'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '392', 'knownName': {'en': 'Alfred D. Hershey'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/392', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the replication mechanism and the genetic structure of viruses', 'se': 'för deras upptäckter rörande virus förökningsmekanism och genetiska struktur'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '393', 'knownName': {'en': 'Salvador E. Luria'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/393', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the replication mechanism and the genetic structure of viruses', 'se': 'för deras upptäckter rörande virus förökningsmekanism och genetiska struktur'}, 'portion': '1/3', 'sortOrder': '3'}]",375000,3181561,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1969,nobelPrize,application/json,,,
346,1970,"[{'id': '239', 'knownName': {'en': 'Luis Leloir'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/239', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates', 'se': 'för hans upptäckt av sockernukleotider och deras funktion vid biosyntesen av kolhydrater'}, 'portion': '1', 'sortOrder': '1'}]",400000,3177966,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1970,nobelPrize,application/json,1970-10-27,,
347,1970,"[{'id': '679', 'knownName': {'en': 'Paul A. Samuelson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/679', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science', 'se': 'för de arbeten genom vilka han utvecklat den statiska och dynamiska ekonomiska teorien och verksamt bidragit till att höja den analystekniska nivån inom den ekonomiska vetenskapen'}, 'portion': '1', 'sortOrder': '1'}]",400000,3177966,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1970,nobelPrize,application/json,1970-10-26,,
348,1970,"[{'id': '644', 'knownName': {'en': 'Alexandr Solzhenitsyn'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/644', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for the ethical force with which he has pursued the indispensable traditions of Russian literature', 'se': 'för den etiska kraft varmed han fullföljt den ryska litteraturens omistliga traditioner'}, 'portion': '1', 'sortOrder': '1'}]",400000,3177966,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1970,nobelPrize,application/json,1970-10-08,,
349,1970,"[{'id': '528', 'knownName': {'en': 'Norman Borlaug'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/528', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for having given a well-founded hope - the green revolution', 'no': 'for å ha skapt et velbegrunnet håp - den grønne revolusjonen'}, 'portion': '1', 'sortOrder': '1'}]",400000,3177966,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1970,nobelPrize,application/json,1970-10-21,,
