,awardYear,laureates,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.action,links.href,links.rel,links.types,dateAwarded,topMotivation.en,topMotivation.se
0,1901,"[{'id': '160', 'knownName': {'en': ""Jacobus H. van 't Hoff""}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/160', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions', 'se': 'såsom ett erkännande av den utomordentliga förtjänst han inlagt genom upptäckten av lagarna för den kemiska dynamiken och för det osmotiska trycket i lösningar'}, 'portion': '1', 'sortOrder': '1'}]",150782,8567159,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1901,nobelPrize,application/json,,,
1,1901,"[{'id': '569', 'knownName': {'en': 'Sully Prudhomme'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/569', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect', 'se': 'såsom ett erkännande av hans utmärkta, jämväl under senare år ådagalagda förtjänster som författare och särskilt av hans om hög idealitet, konstnärlig fulländning samt sällspord förening av hjärtats och snillets egenskaper vittnande diktning'}, 'portion': '1', 'sortOrder': '1'}]",150782,8567159,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1901,nobelPrize,application/json,,,
2,1901,"[{'id': '462', 'knownName': {'en': 'Henry Dunant'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/462', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his humanitarian efforts to help wounded soldiers and create international understanding', 'no': 'for sin humanitære innsats for å hjelpe sårede soldater og skape internasjonal forståelse'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '463', 'knownName': {'en': 'Frédéric Passy'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/463', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his lifelong work for international peace conferences, diplomacy and arbitration', 'no': 'for sin  livslange innsats for internasjonale fredskonferanser, diplomati og voldgift'}, 'portion': '1/2', 'sortOrder': '2'}]",150782,8567159,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1901,nobelPrize,application/json,1901-12-10,,
3,1901,"[{'id': '1', 'knownName': {'en': 'Wilhelm Conrad Röntgen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/1', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him', 'se': 'såsom ett erkännande av den utomordentliga förtjänst han inlagt genom upptäckten av de egendomliga strålar, som sedermera uppkallats efter honom'}, 'portion': '1', 'sortOrder': '1'}]",150782,8567159,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1901,nobelPrize,application/json,,,
4,1901,"[{'id': '293', 'knownName': {'en': 'Emil von Behring'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/293', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths', 'se': 'för hans arbete rörande serumterapien och särskilt dess användning mot difteri, varigenom han brutit en ny väg inom den medicinska vetenskapens område och givit läkaren ett segerrikt vapen i kampen mot sjukdom och död'}, 'portion': '1', 'sortOrder': '1'}]",150782,8567159,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1901,nobelPrize,application/json,,,
5,1902,"[{'id': '161', 'knownName': {'en': 'Emil Fischer'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/161', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses', 'se': 'såsom ett erkännande av den utomordentliga förtjänst han inlagt genom sina syntetiska arbeten inom socker - och purin-grupperna'}, 'portion': '1', 'sortOrder': '1'}]",141847,8059489,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1902,nobelPrize,application/json,,,
6,1902,"[{'id': '571', 'knownName': {'en': 'Theodor Mommsen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/571', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>', 'se': 'nutidens störste levande mästare i den historiska framställningens konst, med särskilt fäst avseende å hans monumentala verk Römische Geschichte'}, 'portion': '1', 'sortOrder': '1'}]",141847,8059489,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1902,nobelPrize,application/json,,,
7,1902,"[{'id': '464', 'knownName': {'en': 'Élie Ducommun'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/464', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his untiring and skilful directorship of the Bern Peace Bureau', 'no': 'for sin utrettelige og dyktige ledelse av Det internasjonale fredsbyrået i Bern'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '465', 'knownName': {'en': 'Albert Gobat'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/465', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his eminently practical administration of the Inter-Parliamentary Union', 'no': 'for sin fremragende praktiske administrering av Den interparlamentariske union'}, 'portion': '1/2', 'sortOrder': '2'}]",141847,8059489,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1902,nobelPrize,application/json,1902-12-10,,
8,1902,"[{'id': '2', 'knownName': {'en': 'Hendrik A. Lorentz'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/2', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena', 'se': 'såsom ett erkännande av den utomordentliga förtjänst de inlagt genom sina undersökningar över magnetismens inflytande på strålningsfenomenen'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '3', 'knownName': {'en': 'Pieter Zeeman'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/3', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena', 'se': 'såsom ett erkännande av den utomordentliga förtjänst de inlagt genom sina undersökningar över magnetismens inflytande på strålningsfenomenen'}, 'portion': '1/2', 'sortOrder': '2'}]",141847,8059489,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1902,nobelPrize,application/json,,,
9,1902,"[{'id': '294', 'knownName': {'en': 'Ronald Ross'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/294', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it', 'se': 'för hans arbete rörande malarian, varigenom han uppdagat det sätt, varpå densamma vinner insteg i organismen, och därmed lagt grunden för betydelsefulla forskningar angående denna sjukdom och dess bekämpande'}, 'portion': '1', 'sortOrder': '1'}]",141847,8059489,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1902,nobelPrize,application/json,,,
10,1903,"[{'id': '162', 'knownName': {'en': 'Svante Arrhenius'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/162', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation', 'se': 'såsom ett erkännande för den utomordentliga förtjänst han genom sin elektrolytiska dissociations-teori inlagt om kemiens utveckling'}, 'portion': '1', 'sortOrder': '1'}]",141358,7795478,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1903,nobelPrize,application/json,,,
11,1903,"[{'id': '572', 'knownName': {'en': 'Bjørnstjerne Bjørnson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/572', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit', 'se': 'såsom en gärd av erkännande åt hans ädla, storartade och mångsidiga skaldeverksamhet, som alltid varit utmärkt på en gång av ingivelsens friskhet och av en sällsynt själsrenhet'}, 'portion': '1', 'sortOrder': '1'}]",141358,7795478,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1903,nobelPrize,application/json,,,
12,1903,"[{'id': '466', 'knownName': {'en': 'Randal Cremer'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/466', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his longstanding and devoted effort in favour of the ideas of peace and arbitration', 'no': 'for sin lange og oppofrende innsats for å fremme ideen om fred og voldgift'}, 'portion': '1', 'sortOrder': '1'}]",141358,7795478,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1903,nobelPrize,application/json,1903-12-10,,
13,1903,"[{'id': '4', 'knownName': {'en': 'Henri Becquerel'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/4', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity', 'se': 'såsom ett erkännande av den utomordentliga förtjänst han inlagt genom upptäckten av den spontana radioaktiviteten'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '5', 'knownName': {'en': 'Pierre Curie'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/5', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel', 'se': 'såsom ett erkännande av den utomordentliga förtjänst de inlagt genom sina gemensamt utförda arbeten rörande de av Professor Henri Becquerel upptäckta strålningsfenomenen'}, 'portion': '1/4', 'sortOrder': '2'}, {'id': '6', 'knownName': {'en': 'Marie Curie'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/6', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel', 'se': 'såsom ett erkännande av den utomordentliga förtjänst de inlagt genom sina gemensamt utförda arbeten rörande de av Professor Henri Becquerel upptäckta strålningsfenomenen'}, 'portion': '1/4', 'sortOrder': '3'}]",141358,7795478,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1903,nobelPrize,application/json,,,
14,1903,"[{'id': '295', 'knownName': {'en': 'Niels Ryberg Finsen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/295', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science', 'se': 'såsom ett erkännande åt hans arbete för behandling av sjukdomar och särskilt lupus vulgaris med koncentrerade ljusstrålar, varigenom han öppnat en ny väg för läkekonsten'}, 'portion': '1', 'sortOrder': '1'}]",141358,7795478,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1903,nobelPrize,application/json,,,
15,1904,"[{'id': '163', 'knownName': {'en': 'Sir William Ramsay'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/163', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system', 'se': 'såsom ett erkännande av den förtjänst han inlagt genom upptäckten av de indifferenta gasformiga grundämnenena i luften och bestämmandet av deras plats i det periodiska systemet'}, 'portion': '1', 'sortOrder': '1'}]",140859,7767960,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1904,nobelPrize,application/json,,,
16,1904,"[{'id': '573', 'knownName': {'en': 'Frédéric Mistral'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/573', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist', 'se': 'med avseende fäst å det ursprungsfriska, snillrika och sant konstnärliga i hans diktning, som troget avspeglar hans hembygds natur och folkliv, samt å hans betydelsefulla verksamhet som provençalsk filolog'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '574', 'knownName': {'en': 'José Echegaray'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/574', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama', 'se': 'med avseende fäst å hans omfattande och snillrika författarskap, som på självständigt och orginellt sätt återupplivat det spanska skådespelets stora traditioner'}, 'portion': '1/2', 'sortOrder': '2'}]",140859,7767960,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1904,nobelPrize,application/json,,,
17,1904,"[{'id': '467', 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/467', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane', 'no': 'for arbeidet med å skape fredelige forbindelser mellom nasjoner og gjøre krigens lover mer humane gjennom folkeretten'}, 'orgName': {'en': 'Institute of International Law', 'no': 'Folkerettsinstituttet'}, 'portion': '1', 'sortOrder': '1'}]",140859,7767960,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1904,nobelPrize,application/json,1904-12-10,,
18,1904,"[{'id': '8', 'knownName': {'en': 'Lord Rayleigh'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/8', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies', 'se': 'för hans undersökningar rörande de viktigaste gasernas täthet samt hans i sammanhang med dessa undersökningar gjorda upptäckt av argon'}, 'portion': '1', 'sortOrder': '1'}]",140859,7767960,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1904,nobelPrize,application/json,,,
19,1904,"[{'id': '296', 'knownName': {'en': 'Ivan Pavlov'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/296', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged', 'se': 'såsom ett erkännande av hans arbete rörande digestionens fysiologi, varigenom han i väsentliga delar omdanat och vidgat kunskapen på detta område'}, 'portion': '1', 'sortOrder': '1'}]",140859,7767960,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1904,nobelPrize,application/json,,,
20,1905,"[{'id': '164', 'knownName': {'en': 'Adolf von Baeyer'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/164', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds', 'se': 'såsom ett erkännande av den förtjänst han inlagt om den organiska kemiens och den kemiska industriens utveckling genom sina arbeten rörande organiska färgämnen och hydroaromatiska föreningar'}, 'portion': '1', 'sortOrder': '1'}]",138089,7615202,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1905,nobelPrize,application/json,,,
21,1905,"[{'id': '575', 'knownName': {'en': 'Henryk Sienkiewicz'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/575', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'because of his outstanding merits as an epic writer', 'se': 'på grund av hans storartade förtjänster som episk författare'}, 'portion': '1', 'sortOrder': '1'}]",138089,7615202,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1905,nobelPrize,application/json,,,
22,1905,"[{'id': '468', 'knownName': {'en': 'Bertha von Suttner'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/468', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for her audacity to oppose the horrors of war', 'no': 'for sin modige kamp mot krigens grusomheter'}, 'portion': '1', 'sortOrder': '1'}]",138089,7615202,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1905,nobelPrize,application/json,1905-12-10,,
23,1905,"[{'id': '9', 'knownName': {'en': 'Philipp Lenard'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/9', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on cathode rays', 'se': 'för hans arbeten över katodstrålarna'}, 'portion': '1', 'sortOrder': '1'}]",138089,7615202,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1905,nobelPrize,application/json,,,
24,1905,"[{'id': '297', 'knownName': {'en': 'Robert Koch'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/297', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his investigations and discoveries in relation to tuberculosis', 'se': 'för hans undersökningar och upptäckter rörande tuberkulos'}, 'portion': '1', 'sortOrder': '1'}]",138089,7615202,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1905,nobelPrize,application/json,,,
25,1906,"[{'id': '165', 'knownName': {'en': 'Henri Moissan'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/165', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him', 'se': 'såsom ett erkännande av den stora förtjänst han inlagt genom sin undersökning och isolering av elementet fluor samt genom införandet av den efter honom uppkallade elektriska ugnen i vetenskapens tjänst'}, 'portion': '1', 'sortOrder': '1'}]",138536,7421571,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1906,nobelPrize,application/json,,,
26,1906,"[{'id': '576', 'knownName': {'en': 'Giosuè Carducci'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/576', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces', 'se': 'i betraktande ej blott av hans rika lärdom och kritiska forskningar, utan främst som en hyllning åt den plastiska energi, den stilens friskhet och den lyriska styrka, som utmärka hans poetiska mästerverk'}, 'portion': '1', 'sortOrder': '1'}]",138536,7421571,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1906,nobelPrize,application/json,,,
27,1906,"[{'id': '470', 'knownName': {'en': 'Theodore Roosevelt'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/470', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': ""for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia"", 'no': 'for rollen han spilte for å få slutt på den blodige krigen som nettopp var utkjempet mellom to av verdens stormakter, Japan og Russland'}, 'portion': '1', 'sortOrder': '1'}]",138536,7421571,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1906,nobelPrize,application/json,1906-12-10,,
28,1906,"[{'id': '10', 'knownName': {'en': 'J.J. Thomson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/10', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases', 'se': 'såsom ett erkännande av den stora förtjänst han inlagt genom sina teoretiska och experimentella undersökningar över elektricitetens gång genom gaser'}, 'portion': '1', 'sortOrder': '1'}]",138536,7421571,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1906,nobelPrize,application/json,,,
29,1906,"[{'id': '298', 'knownName': {'en': 'Camillo Golgi'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/298', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their work on the structure of the nervous system', 'se': 'såsom ett erkännande åt deras arbeten rörande nervsystemets byggnad'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '299', 'knownName': {'en': 'Santiago Ramón y Cajal'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/299', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in recognition of their work on the structure of the nervous system', 'se': 'såsom ett erkännande åt deras arbeten rörande nervsystemets byggnad'}, 'portion': '1/2', 'sortOrder': '2'}]",138536,7421571,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1906,nobelPrize,application/json,,,
30,1907,"[{'id': '166', 'knownName': {'en': 'Eduard Buchner'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/166', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his biochemical researches and his discovery of cell-free fermentation', 'se': 'för hans biologiskkemiska undersökningar och upptäckt av den cellfria jäsningen'}, 'portion': '1', 'sortOrder': '1'}]",138796,7033581,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1907,nobelPrize,application/json,,,
31,1907,"[{'id': '577', 'knownName': {'en': 'Rudyard Kipling'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/577', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author', 'se': 'i betraktande av den iakttagelseförmåga, den ursprungliga inbillningskraft samt den manliga styrka i uppfattning och skildringskonst, som utmärka denne världsberömde författares skapelser'}, 'portion': '1', 'sortOrder': '1'}]",138796,7033581,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1907,nobelPrize,application/json,,,
32,1907,"[{'id': '471', 'knownName': {'en': 'Ernesto Teodoro Moneta'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/471', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy', 'no': 'for sitt arbeid i pressen og på fredsmøter, både offentlig og privat, for å skape forståelse mellom Frankrike og Italia'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '472', 'knownName': {'en': 'Louis Renault'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/472', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences', 'no': 'for sin avgjørende innflytelse på gjennomføringen og utfallet av konferansene i Haag og Genève'}, 'portion': '1/2', 'sortOrder': '2'}]",138796,7033581,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1907,nobelPrize,application/json,1907-12-10,,
