,gender,id,nobelPrizes,birth.date,birth.place.city.en,birth.place.city.no,birth.place.city.se,birth.place.cityNow.en,birth.place.cityNow.no,birth.place.cityNow.se,birth.place.continent.en,birth.place.country.en,birth.place.country.no,birth.place.country.se,birth.place.countryNow.en,birth.place.countryNow.no,birth.place.countryNow.se,birth.place.locationString.en,birth.place.locationString.no,birth.place.locationString.se,familyName.en,familyName.se,fullName.en,fullName.se,givenName.en,givenName.se,knownName.en,knownName.se,links.action,links.href,links.rel,links.types,death.date,death.place.city.en,death.place.city.no,death.place.city.se,death.place.cityNow.en,death.place.cityNow.no,death.place.cityNow.se,death.place.continent.en,death.place.country.en,death.place.country.no,death.place.country.se,death.place.countryNow.en,death.place.countryNow.no,death.place.countryNow.se,death.place.locationString.en,death.place.locationString.no,death.place.locationString.se,acronym,nativeName,founded.date,founded.place.city.en,founded.place.city.no,founded.place.city.se,founded.place.cityNow.en,founded.place.cityNow.no,founded.place.cityNow.se,founded.place.continent.en,founded.place.country.en,founded.place.country.no,founded.place.country.se,founded.place.countryNow.en,founded.place.countryNow.no,founded.place.countryNow.se,founded.place.locationString.en,founded.place.locationString.no,founded.place.locationString.se,orgName.en,orgName.se,penName,orgName.no,familyName.no,fullName.no,givenName.no,knownName.no
486,male,337,"[{'affiliations': [{'city': {'en': 'St. Louis, MO', 'no': 'St. Louis, MO', 'se': 'St. Louis, MO'}, 'cityNow': {'en': 'St. Louis, MO', 'no': 'St. Louis, MO', 'se': 'St. Louis, MO'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'St. Louis, MO, USA', 'no': 'St. Louis, MO, USA', 'se': 'St. Louis, MO, USA'}, 'name': {'en': 'Washington University', 'no': 'Washington University', 'se': 'Washington University'}, 'nameNow': {'en': 'Washington University'}}], 'awardYear': '1944', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1944', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries relating to the highly differentiated functions of single nerve fibres', 'se': 'för deras upptäckter rörande de enskilda nervtrådarnas mångsidiga funktionella differentiering'}, 'portion': '1/2', 'prizeAmount': 121841, 'prizeAmountAdjusted': 2510460, 'prizeStatus': 'received', 'sortOrder': '1'}]",1874-01-05,"San Francisco, CA","San Francisco, CA","San Francisco, CA","San Francisco, CA","San Francisco, CA","San Francisco, CA",North America,USA,USA,USA,USA,USA,USA,"San Francisco, CA, USA","San Francisco, CA, USA","San Francisco, CA, USA",Erlanger,Erlanger,Joseph Erlanger,Joseph Erlanger,Joseph,Joseph,Joseph Erlanger,Joseph Erlanger,Get,http://masterdataapi.nobelprize.org/2/laureate/337,laureate,application/json,1965-12-05,"St. Louis, MO","St. Louis, MO","St. Louis, MO","St. Louis, MO","St. Louis, MO","St. Louis, MO",North America,USA,USA,USA,USA,USA,USA,"St. Louis, MO, USA","St. Louis, MO, USA","St. Louis, MO, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
487,male,144,"[{'affiliations': [{'city': {'en': 'Princeton, NJ', 'no': 'Princeton, NJ', 'se': 'Princeton, NJ'}, 'cityNow': {'en': 'Princeton, NJ', 'no': 'Princeton, NJ', 'se': 'Princeton, NJ'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Princeton, NJ, USA', 'no': 'Princeton, NJ, USA', 'se': 'Princeton, NJ, USA'}, 'name': {'en': 'Princeton University', 'no': 'Princeton University', 'se': 'Princeton University'}, 'nameNow': {'en': 'Princeton University'}}], 'awardYear': '1993', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'dateAwarded': '1993-10-13', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1993', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation', 'se': 'för upptäckten av en ny typ av pulsar, en upptäckt som öppnat nya möjligheter för studiet av gravitationen'}, 'portion': '1/2', 'prizeAmount': 6700000, 'prizeAmountAdjusted': 9044276, 'prizeStatus': 'received', 'sortOrder': '2'}]",1941-03-29,"Philadelphia, PA","Philadelphia, PA","Philadelphia, PA","Philadelphia, PA","Philadelphia, PA","Philadelphia, PA",North America,USA,USA,USA,USA,USA,USA,"Philadelphia, PA, USA","Philadelphia, PA, USA","Philadelphia, PA, USA",Taylor Jr.,Taylor Jr.,Joseph H. Taylor Jr.,Joseph H. Taylor Jr.,Joseph H.,Joseph H.,Joseph H. Taylor Jr.,Joseph H. Taylor Jr.,Get,http://masterdataapi.nobelprize.org/2/laureate/144,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,male,433,"[{'affiliations': [{'city': {'en': 'Dallas, TX', 'no': 'Dallas, TX', 'se': 'Dallas, TX'}, 'cityNow': {'en': 'Dallas, TX', 'no': 'Dallas, TX', 'se': 'Dallas, TX'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Dallas, TX, USA', 'no': 'Dallas, TX, USA', 'se': 'Dallas, TX, USA'}, 'name': {'en': 'University of Texas Southwestern Medical Center at Dallas', 'no': 'University of Texas Southwestern Medical Center at Dallas', 'se': 'University of Texas Southwestern Medical Center at Dallas'}, 'nameNow': {'en': 'University of Texas Southwestern Medical Center at Dallas'}}], 'awardYear': '1985', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1985', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the regulation of cholesterol metabolism', 'se': 'för deras upptäckter rörande kontrollen av kolesterolets omsättning'}, 'portion': '1/2', 'prizeAmount': 1800000, 'prizeAmountAdjusted': 3843964, 'prizeStatus': 'received', 'sortOrder': '2'}]",1940-04-18,"Sumter, SC","Sumter, SC","Sumter, SC","Sumter, SC","Sumter, SC","Sumter, SC",North America,USA,USA,USA,USA,USA,USA,"Sumter, SC, USA","Sumter, SC, USA","Sumter, SC, USA",Goldstein,Goldstein,Joseph L. Goldstein,Joseph L. Goldstein,Joseph L.,Joseph L.,Joseph L. Goldstein,Joseph L. Goldstein,Get,http://masterdataapi.nobelprize.org/2/laureate/433,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,male,560,"[{'awardYear': '1995', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'dateAwarded': '1995-10-13', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1995', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms', 'no': 'for deres arbeid for å redusere kjernevåpnenes plass i internasjonal politikk og på lengre sikt å avskaffe slike våpen'}, 'portion': '1/2', 'prizeAmount': 7200000, 'prizeAmountAdjusted': 9278351, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}}], 'sortOrder': '1'}]",1908-11-04,Warsaw,Warszawa,Warszawa ,Warsaw,Warszawa,Warszawa ,Europe,Russian Empire,Det russiske imperiet,Kejsardömet Ryssland,Poland,Polen,Polen,"Warsaw, Russian Empire (now Poland)","Warszawa, Det russiske imperiet (nå Polen)","Warszawa , Kejsardömet Ryssland (nu Polen)",Rotblat,Rotblat,Joseph Rotblat,Joseph Rotblat,Joseph,Joseph,Joseph Rotblat,Joseph Rotblat,Get,http://masterdataapi.nobelprize.org/2/laureate/560,laureate,application/json,2005-08-31,London,London,London,London,London,London,Europe,United Kingdom,Storbritannia,Storbritannien,United Kingdom,Storbritannia,Storbritannien,"London, United Kingdom","London, Storbritannia","London, Storbritannien",,,,,,,,,,,,,,,,,,,,,,,,,,,
490,male,366,"[{'affiliations': [{'city': {'en': 'Madison, WI', 'no': 'Madison, WI', 'se': 'Madison, WI'}, 'cityNow': {'en': 'Madison, WI', 'no': 'Madison, WI', 'se': 'Madison, WI'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Madison, WI, USA', 'no': 'Madison, WI, USA', 'se': 'Madison, WI, USA'}, 'name': {'en': 'University of Wisconsin', 'no': 'University of Wisconsin', 'se': 'University of Wisconsin'}, 'nameNow': {'en': 'University of Wisconsin'}}], 'awardYear': '1958', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1958', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria', 'se': 'för hans upptäckter rörande genetisk rekombination samt arvsmassans organisation hos bakterier'}, 'portion': '1/2', 'prizeAmount': 214559, 'prizeAmountAdjusted': 2646698, 'prizeStatus': 'received', 'sortOrder': '3'}]",1925-05-23,"Montclair, NJ","Montclair, NJ","Montclair, NJ","Montclair, NJ","Montclair, NJ","Montclair, NJ",North America,USA,USA,USA,USA,USA,USA,"Montclair, NJ, USA","Montclair, NJ, USA","Montclair, NJ, USA",Lederberg,Lederberg,Joshua Lederberg,Joshua Lederberg,Joshua,Joshua,Joshua Lederberg,Joshua Lederberg,Get,http://masterdataapi.nobelprize.org/2/laureate/366,laureate,application/json,2008-02-02,"New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY",North America,USA,USA,USA,USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
491,male,934,"[{'awardYear': '2016', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'dateAwarded': '2016-10-07', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2016', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': ""for his resolute efforts to bring the country\x92's more than 50-year-long civil war to an end"", 'no': 'for hans iherdige innsats for å bringe den mer enn 50 år lange borgerkrigen i landet til opphør'}, 'portion': '1', 'prizeAmount': 8000000, 'prizeAmountAdjusted': 8301051, 'prizeStatus': 'received', 'sortOrder': '1'}]",1951-08-10,Bogotá,Bogotá,Bogotá,Bogotá,Bogotá,Bogotá,South America,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,"Bogotá, Colombia","Bogotá, Colombia","Bogotá, Colombia",Santos,Santos,Juan Manuel Santos,Juan Manuel Santos,Juan Manuel,Juan Manuel,Juan Manuel Santos,Juan Manuel Santos,Get,http://masterdataapi.nobelprize.org/2/laureate/934,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,male,627,"[{'awardYear': '1956', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1956', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity', 'se': 'för hans lyriska diktning som på spanskt språk bildar ett föredöme av hög andlighet och konstnärlig renhet'}, 'portion': '1', 'prizeAmount': 200123, 'prizeAmountAdjusted': 2699501, 'prizeStatus': 'received', 'residences': [{'country': {'en': 'Spain', 'no': 'Spania', 'se': 'Spanien'}, 'countryNow': {'en': 'Spain', 'no': 'Spania', 'se': 'Spanien'}, 'locationString': {'en': 'Spain', 'no': 'Spania', 'se': 'Spanien'}}], 'sortOrder': '1'}]",1881-12-24,Moguer,Moguer,Moguer,Moguer,Moguer,Moguer,Europe,Spain,Spania,Spanien,Spain,Spania,Spanien,"Moguer, Spain","Moguer, Spania","Moguer, Spanien",Jiménez,Jiménez,Juan Ramón Jiménez,Juan Ramón Jiménez,Juan Ramón,Juan Ramón,Juan Ramón Jiménez,Juan Ramón Jiménez,Get,http://masterdataapi.nobelprize.org/2/laureate/627,laureate,application/json,1958-05-29,San Juan,San Juan,San Juan,San Juan,San Juan,San Juan,North America,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico","San Juan, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,
493,male,862,"[{'affiliations': [{'city': {'en': 'Strasbourg', 'no': 'Strasbourg', 'se': 'Strasbourg'}, 'cityNow': {'en': 'Strasbourg', 'no': 'Strasbourg', 'se': 'Strasbourg'}, 'country': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'countryNow': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'locationString': {'en': 'Strasbourg, France', 'no': 'Strasbourg, Frankrike', 'se': 'Strasbourg, Frankrike'}, 'name': {'en': 'University of Strasbourg', 'no': 'University of Strasbourg', 'se': 'University of Strasbourg'}, 'nameNow': {'en': 'University of Strasbourg'}}], 'awardYear': '2011', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the activation of innate immunity', 'se': 'för deras upptäckter rörande aktivering av medfödd immunitet'}, 'portion': '1/4', 'prizeAmount': 10000000, 'prizeAmountAdjusted': 10545557, 'prizeStatus': 'received', 'sortOrder': '2'}]",1941-08-02,Echternach,Echternach,Echternach,Echternach,Echternach,Echternach,Europe,Luxembourg,Luxembourg,Luxemburg,Luxembourg,Luxembourg,Luxemburg,"Echternach, Luxembourg","Echternach, Luxembourg","Echternach, Luxemburg",Hoffmann,Hoffmann,Jules A. Hoffmann,Jules A. Hoffmann,Jules A.,Jules A.,Jules A. Hoffmann,Jules A. Hoffmann,Get,http://masterdataapi.nobelprize.org/2/laureate/862,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,male,309,"[{'affiliations': [{'city': {'en': 'Brussels', 'no': 'Brussel', 'se': 'Bryssel'}, 'cityNow': {'en': 'Brussels', 'no': 'Brussel', 'se': 'Bryssel'}, 'country': {'en': 'Belgium', 'no': 'Belgia', 'se': 'Belgien'}, 'countryNow': {'en': 'Belgium', 'no': 'Belgia', 'se': 'Belgien'}, 'locationString': {'en': 'Brussels, Belgium', 'no': 'Brussel, Belgia', 'se': 'Bryssel, Belgien'}, 'name': {'en': 'Brussels University', 'no': 'Brussels University', 'se': 'Brussels University'}, 'nameNow': {'en': 'Brussels University'}}], 'awardYear': '1919', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1919', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his discoveries relating to immunity', 'se': 'för hans upptäckter beträffande immuniteten'}, 'portion': '1', 'prizeAmount': 133127, 'prizeAmountAdjusted': 2377268, 'prizeStatus': 'received', 'sortOrder': '1'}]",1870-06-13,Soignies,Soignies,Soignies,Soignies,Soignies,Soignies,Europe,Belgium,Belgia,Belgien,Belgium,Belgia,Belgien,"Soignies, Belgium","Soignies, Belgia","Soignies, Belgien",Bordet,Bordet,Jules Bordet,Jules Bordet,Jules,Jules,Jules Bordet,Jules Bordet,Get,http://masterdataapi.nobelprize.org/2/laureate/309,laureate,application/json,1961-04-06,Brussels,Brussel,Bryssel,Brussels,Brussel,Bryssel,Europe,Belgium,Belgia,Belgien,Belgium,Belgia,Belgien,"Brussels, Belgium","Brussel, Belgia","Bryssel, Belgien",,,,,,,,,,,,,,,,,,,,,,,,,,,
495,male,85,"[{'affiliations': [{'city': {'en': 'Cambridge, MA', 'no': 'Cambridge, MA', 'se': 'Cambridge, MA'}, 'cityNow': {'en': 'Cambridge, MA', 'no': 'Cambridge, MA', 'se': 'Cambridge, MA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Cambridge, MA, USA', 'no': 'Cambridge, MA, USA', 'se': 'Cambridge, MA, USA'}, 'name': {'en': 'Harvard University', 'no': 'Harvard University', 'se': 'Harvard University'}, 'nameNow': {'en': 'Harvard University'}}], 'awardYear': '1965', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1965', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles', 'se': 'för deras fundamentala insats inom kvantelektrodynamiken, med djupgående konsekvenser för elementarpartikelfysiken'}, 'portion': '1/3', 'prizeAmount': 282000, 'prizeAmountAdjusted': 2782895, 'prizeStatus': 'received', 'sortOrder': '2'}]",1918-02-12,"New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY",North America,USA,USA,USA,USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",Schwinger,Schwinger,Julian Schwinger,Julian Schwinger,Julian,Julian,Julian Schwinger,Julian Schwinger,Get,http://masterdataapi.nobelprize.org/2/laureate/85,laureate,application/json,1994-07-16,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA","Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",North America,USA,USA,USA,USA,USA,USA,"Los Angeles, CA, USA","Los Angeles, CA, USA","Los Angeles, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
496,male,396,"[{'affiliations': [{'city': {'en': 'Bethesda, MD', 'no': 'Bethesda, MD', 'se': 'Bethesda, MD'}, 'cityNow': {'en': 'Bethesda, MD', 'no': 'Bethesda, MD', 'se': 'Bethesda, MD'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Bethesda, MD, USA', 'no': 'Bethesda, MD, USA', 'se': 'Bethesda, MD, USA'}, 'name': {'en': 'National Institutes of Health', 'no': 'National Institutes of Health', 'se': 'National Institutes of Health'}, 'nameNow': {'en': 'National Institutes of Health'}}], 'awardYear': '1970', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'dateAwarded': '1970-10-15', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1970', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation', 'se': 'för deras upptäckter rörande signalsubstanser i nervcellernas kontaktorgan och mekanismerna för deras upplagring, frisättning och inaktivering'}, 'portion': '1/3', 'prizeAmount': 400000, 'prizeAmountAdjusted': 3177966, 'prizeStatus': 'received', 'sortOrder': '3'}]",1912-05-30,"New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY",North America,USA,USA,USA,USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",Axelrod,Axelrod,Julius Axelrod,Julius Axelrod,Julius,Julius,Julius Axelrod,Julius Axelrod,Get,http://masterdataapi.nobelprize.org/2/laureate/396,laureate,application/json,2004-12-29,"Rockville, MD","Rockville, MD","Rockville, MD","Rockville, MD","Rockville, MD","Rockville, MD",North America,USA,USA,USA,USA,USA,USA,"Rockville, MD, USA","Rockville, MD, USA","Rockville, MD, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
497,male,317,"[{'affiliations': [{'city': {'en': 'Vienna', 'no': 'Wien', 'se': 'Wien'}, 'cityNow': {'en': 'Vienna', 'no': 'Wien', 'se': 'Wien'}, 'country': {'en': 'Austria', 'no': 'Østerrike', 'se': 'Österrike'}, 'countryNow': {'en': 'Austria', 'no': 'Østerrike', 'se': 'Österrike'}, 'locationString': {'en': 'Vienna, Austria', 'no': 'Wien, Østerrike', 'se': 'Wien, Österrike'}, 'name': {'en': 'Vienna University', 'no': 'Vienna University', 'se': 'Vienna University'}, 'nameNow': {'en': 'Vienna University'}}], 'awardYear': '1927', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1927', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica', 'se': 'för hans upptäckt av malariainympningens terapeutiska betydelse vid dementia paralytica'}, 'portion': '1', 'prizeAmount': 126501, 'prizeAmountAdjusted': 3593778, 'prizeStatus': 'received', 'sortOrder': '1'}]",1857-03-07,Wels,Wels,Wels,Wels,Wels,Wels,Europe,Austria,Østerrike,Österrike,Austria,Østerrike,Österrike,"Wels, Austria","Wels, Østerrike","Wels, Österrike",Wagner-Jauregg,Wagner-Jauregg,Julius Wagner-Jauregg,Julius Wagner-Jauregg,Julius,Julius,Julius Wagner-Jauregg,Julius Wagner-Jauregg,Get,http://masterdataapi.nobelprize.org/2/laureate/317,laureate,application/json,1940-09-27,Vienna,Wien,Wien,Vienna,Wien,Wien,Europe,Austria,Østerrike,Österrike,Austria,Østerrike,Österrike,"Vienna, Austria","Wien, Østerrike","Wien, Österrike",,,,,,,,,,,,,,,,,,,,,,,,,,,
498,male,131,"[{'affiliations': [{'city': {'en': 'Rüschlikon', 'no': 'Rüschlikon', 'se': 'Rüschlikon'}, 'cityNow': {'en': 'Rüschlikon', 'no': 'Rüschlikon', 'se': 'Rüschlikon'}, 'country': {'en': 'Switzerland', 'no': 'Sveits', 'se': 'Schweiz'}, 'countryNow': {'en': 'Switzerland', 'no': 'Sveits', 'se': 'Schweiz'}, 'locationString': {'en': 'Rüschlikon, Switzerland', 'no': 'Rüschlikon, Sveits', 'se': 'Rüschlikon, Schweiz'}, 'name': {'en': 'IBM Zurich Research Laboratory', 'no': 'IBM Zurich Research Laboratory', 'se': 'IBM Zurich Research Laboratory'}, 'nameNow': {'en': 'IBM Zurich Research Laboratory'}}], 'awardYear': '1987', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'dateAwarded': '1987-10-14', 'links': {'action': 'Get', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1987', 'rel': 'nobelPrize', 'types': 'application/json'}, 'motivation': {'en': 'for their important break-through in the discovery of superconductivity in ceramic materials', 'se': 'för deras banbrytande upptäckt av supraledning i keramiska material'}, 'portion': '1/2', 'prizeAmount': 2175000, 'prizeAmountAdjusted': 4274764, 'prizeStatus': 'received', 'sortOrder': '2'}]",1927-04-20,Basel,Basel,Basel,Basel,Basel,Basel,Europe,Switzerland,Sveits,Schweiz,Switzerland,Sveits,Schweiz,"Basel, Switzerland","Basel, Sveits","Basel, Schweiz",Müller,Müller,K. Alexander Müller,K. Alexander Müller,K. Alex,K. Alex,K. Alex Müller,K. Alex Müller,Get,http://masterdataapi.nobelprize.org/2/laureate/131,laureate,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
